"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
2922;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2923;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"275";;;;;
2924;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2925;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"500";"2";"ND";"ND";"20";"30";"10";"50";"2000";"ND";"15";"20";"20";"ND";"7";"ND";"ND";"70";"ND";"20";"ND";"1000";;;"0,2";"5";"0,7";"0,7"
2926;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2927;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
2928;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2929;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"0,5";;;"5";;;;;;"20";;;;;;;;"20";;;;;;;
2930;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2931;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"225";;;;;
2932;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2933;"DAJ076";;-54.327794077;-3.821966245;"1521-DM-S-355";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"300";"1";"ND";"ND";"< 5";"20";"10";"30";"200";"ND";"15";"5";"30";"ND";"7";"ND";"ND";"50";"ND";"20";"ND";"1000";;;"0,05";"1";"0,2";"1"
2934;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2935;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
2936;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2937;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"0,5";;;"< 5";;;;;;"15";;;;;;;;"30";;;;;;;
2938;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2939;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"90";;;;;
2940;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2941;"DAJ077";;-54.322786398;-3.817907034;"1521-DM-S-356";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"300";"< 1";"ND";"ND";"5";"20";"< 5";"20";"2000";"ND";"15";"5";"20";"ND";"5";"ND";"ND";"50";"ND";"30";"ND";"> 1000";;;"0,1";"1,5";"0,2";"> 1"
2942;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2943;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
2944;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2945;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"0,5";;;"5";;;;;;"20";;;;;;;;"45";;;;;;;
2946;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2947;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"100";;;;;
2948;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2949;"DAJ078";;-54.30321107;-3.840827506;"1521-DM-S-357";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"300";"1,5";"ND";"ND";"10";"50";"10";"20";"2000";"ND";"15";"5";"20";"ND";"5";"ND";"ND";"70";"ND";"60";"ND";"> 1000";;;"0,3";"2";"0,2";"1"
2950;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2951;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;
2952;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2953;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"1";;;"5";;;;;;"20";;;;;;;;"40";;;;;;;
2954;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2955;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"90";;;;;
2956;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2957;"DAJ079";;-54.30321107;-3.840827506;"1521-DM-S-358";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"500";"< 1";"ND";"ND";"10";"20";"10";"20";"2000";"ND";"15";"7";"20";"ND";"7";"ND";"ND";"70";"ND";"65";"ND";"> 1000";;;"0,3";"2";"0,2";"1"
2958;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2959;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
2960;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2961;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"10";;;;;;;;"10";;;;;;;
2962;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2963;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"50";;;;;
2964;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2965;"DAJ080";;-54.299174219;-3.878578393;"1521-DM-S-359";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"300";"< 1";"ND";"ND";"ND";"20";"< 5";"50";"100";"ND";"10";"ND";"15";"ND";"< 5";"ND";"ND";"20";"ND";"15";"ND";"> 1000";;;"0,05";"0,5";"0,05";"0,7"
2966;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2967;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"8";;;;;;;;;;;;;;;;;;;;;
2968;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2969;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"1";;;"20";;;;;;"15";;;;;;;;"50";;;;;;;
2970;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2971;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"325";;;;;
2972;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2973;"DAJ081";;-54.288985975;-3.856707963;"1521-DM-S-360";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"300";"1,5";"ND";"ND";"10";"50";"30";"20";"1500";"ND";"10";"30";"15";"ND";"10";"ND";"ND";"100";"ND";"20";"ND";"700";;;"0,2";"3";"0,7";"1"
2974;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2975;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
2976;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2977;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"0,5";;;"10";;;;;;"10";;;;;;;;"25";;;;;;;
2978;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2979;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"120";;;;;
2980;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2981;"DAJ082";;-54.261059696;-3.86586244;"1521-DM-S-361";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"150";"< 1";"ND";"ND";"5";"20";"15";"20";"1000";"ND";"15";"10";"10";"ND";"10";"ND";"ND";"150";"ND";"30";"ND";"> 1000";;;"7,0000000000000007E-2";"2";"0,1";"> 1"
2982;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2983;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;
2984;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2985;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"0,5";;;"15";;;;;;"15";;;;;;;;"30";;;;;;;
2986;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2987;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"325";;;;;
2988;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2989;"DAJ083";;-54.245202342;-3.864532077;"1521-DM-S-362";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"1";"ND";"ND";"5";"50";"15";"20";"500";"ND";"10";"20";"15";"ND";"10";"ND";"ND";"100";"ND";"15";"ND";"500";;;"0,15";"3";"0,5";"1"
2990;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2991;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
2992;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2993;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"5";;;;;;;;"5";;;;;;;
2994;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2995;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2996;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2997;"DAJ084";;-54.39316366;-3.83409367;"1521-DM-S-363";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"50";"< 1";"ND";"ND";"5";"20";"7";"ND";"1000";"ND";"15";"5";"10";"ND";"7";"ND";"ND";"150";"ND";"10";"ND";"1000";;;"< 0,05";"2";"7,0000000000000007E-2";"> 1"
2998;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2999;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"9";;;;;;;;;;;;;;;;;;;;;
3000;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3001;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"0,5";;;"15";;;;;;"10";;;;;;;;"35";;;;;;;
3002;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
3003;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"60";;;;;
3004;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
3005;"DAJ085";;-54.400950382;-3.830500786;"1521-DM-S-364";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"100";"< 1";"ND";"ND";"10";"30";"15";"ND";"1000";"ND";"15";"20";"10";"ND";"10";"ND";"ND";"100";"ND";"15";"ND";"700";;;"0,1";"2";"0,1";"> 1"
3006;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
3007;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"8";;;;;;;;;;;;;;;;;;;;;
3008;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3009;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"1";;;;;;;"1";;;"30";;;;;;"20";;;;;;;;"85";;;;;;;
3010;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
3011;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"700";;;;;
3012;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
3013;"DAJ086";;-54.132237779;-3.839713531;"1521-DM-S-365";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"1000";"2";"ND";"ND";"30";"70";"50";"70";"2000";"ND";"15";"100";"20";"ND";"10";"ND";"100";"200";"ND";"20";"ND";"200";;;"1,5";"10";"1,5";"1"
